-40.0	54.0	-96.0
-7.0	47.0	-90.0
11.0	47.0	-71.0
19.0	38.0	-47.0
18.0	32.0	-21.0
13.0	26.0	-14.0
5.0	29.0	-9.0
-2.0	27.0	3.0
-5.0	24.0	5.0
0.0	24.0	4.0
15.0	26.0	-14.0
23.0	27.0	-55.0
4.0	36.0	-80.0
-20.0	36.0	-95.0
-53.0	33.0	-90.0
-73.0	36.0	-68.0
-80.0	35.0	-43.0
-77.0	38.0	-23.0
-72.0	46.0	-7.0
-69.0	55.0	-6.0
-62.0	53.0	1.0
-57.0	48.0	6.0
-60.0	45.0	8.0
-46.0	42.0	10.0
-47.0	36.0	14.0
-50.0	36.0	7.0
-43.0	39.0	9.0
-37.0	45.0	14.0
-41.0	44.0	17.0
-41.0	40.0	14.0
-43.0	32.0	16.0
-42.0	35.0	14.0
-38.0	29.0	13.0
-31.0	28.0	15.0
-21.0	27.0	12.0
-14.0	29.0	12.0
-2.0	27.0	5.0
4.0	27.0	4.0
5.0	24.0	-4.0
5.0	28.0	0.0
8.0	31.0	-2.0
7.0	26.0	-3.0
13.0	27.0	-8.0
18.0	23.0	-34.0
17.0	26.0	-62.0
9.0	27.0	-69.0
3.0	26.0	-80.0
-10.0	30.0	-89.0
-13.0	41.0	-94.0
-16.0	55.0	-90.0
-14.0	69.0	-83.0
-14.0	83.0	-73.0
-14.0	89.0	-58.0
-16.0	90.0	-41.0
-14.0	91.0	-26.0
-13.0	89.0	-23.0
-16.0	93.0	-27.0
-14.0	88.0	-61.0
-12.0	73.0	-77.0
-14.0	59.0	-96.0
-14.0	42.0	-94.0
-16.0	22.0	-89.0
-17.0	2.0	-78.0
-18.0	-7.0	-60.0
-19.0	-11.0	-46.0
-18.0	-8.0	-36.0
-19.0	-15.0	-38.0
-18.0	-10.0	-42.0
-17.0	-10.0	-43.0
-17.0	-12.0	-37.0
-14.0	-10.0	-38.0
-18.0	-7.0	-28.0
-19.0	-1.0	-12.0
-16.0	10.0	5.0
-18.0	31.0	8.0
-20.0	55.0	9.0
-17.0	69.0	3.0
-18.0	86.0	-15.0
-20.0	94.0	-30.0
-20.0	91.0	-54.0
-21.0	89.0	-67.0
-19.0	86.0	-66.0
-18.0	87.0	-56.0
-21.0	92.0	-32.0
-18.0	87.0	-19.0
-18.0	81.0	-1.0
-18.0	61.0	11.0
-18.0	47.0	15.0
-15.0	35.0	12.0
-8.0	23.0	9.0
-5.0	18.0	7.0
-5.0	17.0	6.0
-2.0	21.0	1.0
-9.0	22.0	4.0
-10.0	31.0	14.0
-14.0	34.0	13.0
-18.0	38.0	16.0
-17.0	35.0	16.0
-15.0	42.0	10.0
-17.0	41.0	13.0
-17.0	44.0	12.0
-18.0	41.0	17.0
-22.0	38.0	17.0
-24.0	40.0	16.0
-27.0	36.0	15.0
-27.0	34.0	10.0
-28.0	31.0	14.0
-21.0	33.0	16.0
-16.0	36.0	14.0
-12.0	38.0	11.0
-2.0	42.0	5.0
8.0	41.0	-3.0
16.0	44.0	-16.0
20.0	53.0	-26.0
19.0	59.0	-41.0
13.0	63.0	-64.0
0.0	59.0	-84.0
-20.0	58.0	-89.0
-36.0	55.0	-97.0
-55.0	51.0	-95.0
-63.0	47.0	-84.0
-63.0	53.0	-78.0
-37.0	47.0	-99.0
-14.0	46.0	-93.0
0.0	53.0	-87.0
6.0	59.0	-76.0
14.0	63.0	-57.0
23.0	53.0	-42.0
20.0	44.0	-21.0
15.0	39.0	-16.0
11.0	33.0	-4.0
4.0	16.0	-5.0
-2.0	11.0	0.0
-10.0	-1.0	-3.0
-21.0	-2.0	-9.0
-26.0	-10.0	-26.0
-36.0	-9.0	-54.0
-46.0	0.0	-76.0
-49.0	20.0	-87.0
-47.0	40.0	-93.0
-29.0	44.0	-99.0
-4.0	40.0	-91.0
11.0	29.0	-66.0
17.0	16.0	-47.0
11.0	13.0	-28.0
9.0	13.0	-10.0
2.0	18.0	-2.0
-2.0	29.0	5.0
-4.0	33.0	8.0
-12.0	41.0	9.0
-10.0	46.0	14.0
-10.0	56.0	10.0
-2.0	65.0	-1.0
5.0	69.0	-7.0
12.0	66.0	-16.0
13.0	58.0	-14.0
16.0	54.0	-19.0
16.0	46.0	-12.0
16.0	40.0	-10.0
9.0	29.0	-6.0
1.0	18.0	-3.0
-7.0	9.0	0.0
-16.0	7.0	-1.0
-21.0	4.0	-2.0
-25.0	-1.0	-7.0
-33.0	-8.0	-20.0
-40.0	-9.0	-30.0
-48.0	-5.0	-42.0
-54.0	-4.0	-53.0
-59.0	0.0	-55.0
-60.0	3.0	-57.0
-64.0	6.0	-60.0
-65.0	7.0	-66.0
-65.0	13.0	-74.0
-62.0	14.0	-75.0
-59.0	11.0	-73.0
-50.0	16.0	-84.0
-47.0	22.0	-92.0
-36.0	27.0	-93.0
-27.0	32.0	-96.0
-14.0	37.0	-93.0
1.0	44.0	-83.0
13.0	54.0	-67.0
18.0	56.0	-52.0
20.0	55.0	-38.0
16.0	57.0	-19.0
9.0	53.0	-10.0
0.0	54.0	3.0
-15.0	47.0	13.0
-26.0	40.0	15.0
-31.0	36.0	17.0
-34.0	24.0	15.0
-31.0	19.0	13.0
-36.0	13.0	4.0
-42.0	10.0	5.0
-45.0	18.0	4.0
-47.0	23.0	9.0
-47.0	22.0	7.0
-50.0	24.0	3.0
-46.0	26.0	3.0
-40.0	24.0	10.0
-19.0	18.0	7.0
-6.0	7.0	-3.0
3.0	3.0	-21.0
-5.0	-4.0	-34.0
-15.0	-10.0	-44.0
-26.0	-14.0	-44.0
-37.0	-13.0	-52.0
-46.0	-8.0	-50.0
-53.0	-1.0	-51.0
-65.0	5.0	-49.0
-70.0	12.0	-49.0
-76.0	27.0	-46.0
-80.0	39.0	-45.0
-80.0	46.0	-41.0
-78.0	59.0	-40.0
-76.0	58.0	-44.0
-73.0	63.0	-37.0
-70.0	67.0	-35.0
-72.0	67.0	-26.0
-72.0	68.0	-16.0
-65.0	69.0	-13.0
-63.0	63.0	-8.0
-56.0	62.0	-1.0
-44.0	76.0	-6.0
-28.0	76.0	-3.0
-24.0	80.0	-2.0
-18.0	74.0	4.0
-16.0	72.0	7.0
-5.0	66.0	7.0
2.0	66.0	-5.0
11.0	66.0	-16.0
12.0	66.0	-21.0
13.0	63.0	-18.0
13.0	60.0	-18.0
10.0	62.0	-12.0
11.0	56.0	-10.0
15.0	55.0	-16.0
20.0	49.0	-18.0
21.0	42.0	-23.0
20.0	40.0	-22.0
21.0	39.0	-28.0
21.0	46.0	-41.0
18.0	50.0	-58.0
7.0	51.0	-82.0
-15.0	53.0	-92.0
-30.0	66.0	-96.0
-36.0	68.0	-97.0
-47.0	66.0	-90.0
-45.0	69.0	-88.0
-32.0	75.0	-88.0
